OX40	total	organ	tcgaid
20569	8035327968	Breast	TCGA-BRCA
23136	7563372502	Skin	TCGA-SKCM
9923	4826968509	Breast	TCGA-BRCA
25499	6583385302	Head and Neck	TCGA-HNSC
32997	11088989624	Ovary	TCGA-OV
11402	5168806065	Lung	TCGA-LUSC
1089	6616945984	Brain	TCGA-LGG
11430	3919740713	Lung	TCGA-LUAD
194468	7381072222	Kidney	TCGA-KIRC
39968	14606402271	Stomach	TCGA-STAD
9940	5060946480	Kidney	TCGA-KIRP
41260	4530796202	Lung	TCGA-LUSC
32675	4357010611	Cervix	TCGA-CESC
26040	19611061195	Ovary	TCGA-OV
20596	9774982541	Breast	TCGA-BRCA
328211	5092300833	Lymph Nodes	TCGA-DLBC
32091	8083129551	Skin	TCGA-SKCM
29868	7456752187	Lung	TCGA-LUSC
58270	11608170631	Ovary	TCGA-OV
98825	9594569133	Lung	TCGA-LUSC
27164	7994160278	Lung	TCGA-LUSC
63517	7023762421	Skin	TCGA-SKCM
17675	3301901687	Prostate	TCGA-PRAD
4891	4211676934	Cervix	TCGA-CESC
2408	1715143611	Colorectal	TCGA-COAD
8571	5850083604	Liver	TCGA-LIHC
29891	5531101111	Lung	TCGA-LUSC
9373	5523510349	Lung	TCGA-LUSC
38556	14751292184	Stomach	TCGA-STAD
3783	2545631572	Uterus	TCGA-UCEC
229651	5180402530	Lymph Nodes	TCGA-DLBC
14012	8062663040	Lung	TCGA-LUAD
22433	9353466921	Lung	TCGA-LUAD
25240	10996222923	Lung	TCGA-LUAD
7291	5293685892	Skin	TCGA-SKCM
12366	5736839428	Bladder	TCGA-BLCA
11802	8270748115	Kidney	TCGA-KICH
30593	6419204879	Colorectal	TCGA-COAD
6416	4191879842	Breast	TCGA-BRCA
11178	6893165303	Breast	TCGA-BRCA
5466	2517668277	Colorectal	TCGA-READ
15414	5364254969	Testis	TCGA-TGCT
37720	15347299191	Esophagus	TCGA-ESCA
11559	3592646812	Liver	TCGA-LIHC
4344	6357980362	Liver	TCGA-LIHC
2259	5750491908	Brain	TCGA-LGG
46243	5192586485	Testis	TCGA-TGCT
10987	4767698716	Colorectal	TCGA-COAD
36254	7450420213	Stomach	TCGA-STAD
3793	7917306385	Prostate	TCGA-PRAD
34398	17486351068	Esophagus	TCGA-ESCA
5831	2351452168	Uterus	TCGA-UCEC
2296	5804123213	Brain	TCGA-LGG
12976	6023815318	Cervix	TCGA-CESC
20805	7752433310	Skin	TCGA-SKCM
26847	16394707748	Stomach	TCGA-STAD
11422	6630434685	Liver	TCGA-LIHC
6123	2396695629	Uterus	TCGA-UCEC
1798	2584823090	Uterus	TCGA-UCEC
11327	8625665487	Kidney	TCGA-KICH
71967	14691750015	Stomach	TCGA-STAD
8126	11705060745	Ovary	TCGA-OV
23529	4851530180	Head and Neck	TCGA-HNSC
9025	8076808985	Bladder	TCGA-BLCA
18923	15614591085	Ovary	TCGA-OV
15662	6571149390	Skin	TCGA-SKCM
5943	2592042861	Uterus	TCGA-UCEC
47380	5794888259	Adrenal Gland	TCGA-PCPG
30651	7653724682	Lung	TCGA-LUSC
5718	6202601875	Breast	TCGA-BRCA
16203	4792526864	Breast	TCGA-BRCA
19385	17257020108	Stomach	TCGA-STAD
12812	5404166333	Head and Neck	TCGA-HNSC
15359	5891145338	Colorectal	TCGA-COAD
4125	609676241	Colorectal	TCGA-COAD
10277	8796700021	Breast	TCGA-BRCA
35317	5301540634	Skin	TCGA-SKCM
40338	5826646680	Lung	TCGA-LUSC
1191	519538181	Colorectal	TCGA-COAD
69295	6190770267	Soft Tissue	TCGA-SARC
3450	7544214537	Bladder	TCGA-BLCA
6198	7654710172	Thyroid	TCGA-THCA
32699	5815278329	Pancreas	TCGA-PAAD
11442	5742607123	Bladder	TCGA-BLCA
27110	6542863967	Head and Neck	TCGA-HNSC
5449	5701967978	Prostate	TCGA-PRAD
45149	3499219519	Bone Marrow	TCGA-LAML
4277	5589748550	Adrenal Gland	TCGA-PCPG
23696	4539326473	Breast	TCGA-BRCA
7703	6474841301	Thyroid	TCGA-THCA
14242	7379947953	Lung	TCGA-LUAD
25261	8223001402	Cervix	TCGA-CESC
33245	6394186268	Kidney	TCGA-KIRC
9876	8565229119	Liver	TCGA-LIHC
21654	3894421468	Lung	TCGA-LUAD
18902	3505148474	Lung	TCGA-LUAD
83244	12795651830	Thyroid	TCGA-THCA
77803	3976152432	Soft Tissue	TCGA-SARC
25179	6581872441	Thyroid	TCGA-THCA
14887	5094383582	Liver	TCGA-LIHC
9916	8693019133	Breast	TCGA-BRCA
5254	3931976071	Prostate	TCGA-PRAD
5742	1934074473	Colorectal	TCGA-READ
23005	3830455361	Bladder	TCGA-BLCA
12718	10309191762	Brain	TCGA-GBM
11855	7169563904	Bladder	TCGA-BLCA
7629	6136287747	Liver	TCGA-LIHC
7724	5248020715	Kidney	TCGA-KIRP
4648	5532735939	Kidney	TCGA-KIRP
17102	5649364465	Thyroid	TCGA-THCA
5961	6335027177	Bladder	TCGA-BLCA
17571	9673207751	Thyroid	TCGA-THCA
33987	5983857247	Head and Neck	TCGA-HNSC
4896	8811744937	Prostate	TCGA-PRAD
9795	2010698694	Colorectal	TCGA-COAD
1530	5022069042	Brain	TCGA-LGG
19480	7860862681	Skin	TCGA-SKCM
57626	10874690467	Stomach	TCGA-STAD
21232	7416484596	Lung	TCGA-LUAD
32370	15567785900	Esophagus	TCGA-ESCA
12562	8040761598	Colorectal	TCGA-READ
6126	7457816464	Lung	TCGA-LUSC
9055	6243019750	Colorectal	TCGA-COAD
3230	6205424097	Brain	TCGA-LGG
14314	4576928991	Lung	TCGA-LUAD
41878	6266247871	Uterus	TCGA-UCS
8332	5841846984	Prostate	TCGA-PRAD
8730	6090296134	Liver	TCGA-LIHC
16113	4421110972	Pleura	TCGA-MESO
7206	1831063506	Colorectal	TCGA-COAD
44521	7037164382	Soft Tissue	TCGA-SARC
38554	6123797983	Soft Tissue	TCGA-SARC
17647	10671446584	Head and Neck	TCGA-HNSC
26787	7914399297	Stomach	TCGA-STAD
74338	8328936360	Thyroid	TCGA-THCA
12391	8502607668	Kidney	TCGA-KIRC
13635	4663232327	Lung	TCGA-LUSC
26029	6022262426	Bladder	TCGA-BLCA
51776	7788763560	Breast	TCGA-BRCA
9964	9864475993	Breast	TCGA-BRCA
8413	5118172275	Head and Neck	TCGA-HNSC
4335	4584514210	Kidney	TCGA-KIRP
23669	7664282494	Lung	TCGA-LUSC
19734	5261208381	Uterus	TCGA-UCEC
16722	6799937632	Pancreas	TCGA-PAAD
39286	8678138847	Head and Neck	TCGA-HNSC
83909	6691940490	Prostate	TCGA-PRAD
8525	8978417663	Cervix	TCGA-CESC
58720	5203718334	Kidney	TCGA-KIRC
13895	7214514450	Kidney	TCGA-KIRC
10526	5453691391	Breast	TCGA-BRCA
25720	13151743724	Esophagus	TCGA-ESCA
6411	2144956122	Colorectal	TCGA-READ
14663	4763223511	Prostate	TCGA-PRAD
1677	2363331216	Uterus	TCGA-UCEC
7286	2276582830	Uterus	TCGA-UCEC
17385	3844340026	Breast	TCGA-BRCA
7024	5652407600	Colorectal	TCGA-COAD
58505	13861207468	Stomach	TCGA-STAD
107183	6150031474	Skin	TCGA-SKCM
2737	7151807974	Brain	TCGA-LGG
22707	5097679666	Lung	TCGA-LUAD
2471	7098279950	Brain	TCGA-LGG
22149	6535611547	Liver	TCGA-LIHC
8567	9020830815	Breast	TCGA-BRCA
28017	6981612950	Head and Neck	TCGA-HNSC
4082	4430407488	Prostate	TCGA-PRAD
13470	7508949451	Breast	TCGA-BRCA
20427	8204199198	Stomach	TCGA-STAD
17240	5020227936	Liver	TCGA-LIHC
4371	5362152500	Prostate	TCGA-PRAD
10899	7802504299	Uterus	TCGA-UCEC
6328	6048457090	Head and Neck	TCGA-HNSC
33587	5145656747	Kidney	TCGA-KICH
53598	7674892213	Kidney	TCGA-KIRC
25449	6179272127	Lung	TCGA-LUAD
18363	6300937720	Head and Neck	TCGA-HNSC
35628	5531752542	Testis	TCGA-TGCT
5136	7465039618	Kidney	TCGA-KIRP
4735	5406322258	Brain	TCGA-LGG
2849	5301882561	Liver	TCGA-LIHC
10283	5053863965	Prostate	TCGA-PRAD
11904	2578394858	Uterus	TCGA-UCEC
27803	12478554294	Stomach	TCGA-STAD
6721	5262788419	Skin	TCGA-SKCM
12440	7059011556	Bladder	TCGA-BLCA
37492	7817715704	Kidney	TCGA-KIRC
4450	7075353135	Cervix	TCGA-CESC
5668	5167383738	Thymus	TCGA-THYM
3533	630189568	Colorectal	TCGA-COAD
26538	7502280599	Breast	TCGA-BRCA
12396	15427996159	Esophagus	TCGA-ESCA
152659	7262500527	Skin	TCGA-SKCM
2769	5156257828	Kidney	TCGA-KIRP
6897	15314606106	Ovary	TCGA-OV
14715	7542581787	Breast	TCGA-BRCA
41192	9453233437	Lung	TCGA-LUAD
9273	2182572952	Colorectal	TCGA-COAD
29749	4946353815	Breast	TCGA-BRCA
40096	6187202657	Stomach	TCGA-STAD
26889	6697672778	Breast	TCGA-BRCA
6533	4842246451	Cervix	TCGA-CESC
11244	2293873374	Uterus	TCGA-UCEC
29500	9616889126	Stomach	TCGA-STAD
14102	5181948131	Kidney	TCGA-KIRC
15343	5834531915	Lung	TCGA-LUSC
212598	6530669509	Soft Tissue	TCGA-SARC
9532	4150106315	Lung	TCGA-LUAD
14663	3813363436	Lung	TCGA-LUAD
12134	8357376435	Lung	TCGA-LUSC
88102	6479994690	Soft Tissue	TCGA-SARC
21077	5305093228	Lung	TCGA-LUAD
15352	4277836768	Lung	TCGA-LUAD
17744	4422623324	Kidney	TCGA-KIRC
8217	3799030739	Lung	TCGA-LUAD
27620	3867779660	Lung	TCGA-LUAD
8302	5321100811	Head and Neck	TCGA-HNSC
5875	5805422562	Prostate	TCGA-PRAD
48497	6756972709	Breast	TCGA-BRCA
11624	1789782431	Uterus	TCGA-UCEC
31034	7685729791	Head and Neck	TCGA-HNSC
46170	6791654768	Head and Neck	TCGA-HNSC
13082	5124609189	Uterus	TCGA-UCEC
37756	8009954614	Thyroid	TCGA-THCA
2448	6220395350	Brain	TCGA-LGG
23626	7359277010	Colorectal	TCGA-READ
6451	4947632687	Prostate	TCGA-PRAD
104605	17218542466	Stomach	TCGA-STAD
29641	5806653771	Thyroid	TCGA-THCA
13190	6369267483	Kidney	TCGA-KIRP
8550	8805702489	Kidney	TCGA-KIRP
31780	5733507147	Colorectal	TCGA-COAD
178390	10181973500	Stomach	TCGA-STAD
2525	1821603723	Colorectal	TCGA-COAD
52165	8018947265	Skin	TCGA-SKCM
12574	10183010735	Ovary	TCGA-OV
40306	7391695187	Adrenal Gland	TCGA-PCPG
15819	5354350386	Head and Neck	TCGA-HNSC
34657	4868503358	Breast	TCGA-BRCA
12361	7945364720	Thyroid	TCGA-THCA
1379	6604558840	Brain	TCGA-LGG
4091	5964891225	Brain	TCGA-LGG
68111	6194802229	Kidney	TCGA-KIRC
29820	2963273540	Bone Marrow	TCGA-LAML
27623	7468450238	Kidney	TCGA-KIRC
6059	2047039342	Colorectal	TCGA-READ
7807	5875745323	Cervix	TCGA-CESC
16460	4483920699	Uterus	TCGA-UCEC
6275	8840788576	Prostate	TCGA-PRAD
20057	7339031646	Liver	TCGA-LIHC
23232	7921787844	Liver	TCGA-LIHC
40853	5810065738	Colorectal	TCGA-COAD
16614	2220816719	Colorectal	TCGA-COAD
9710	5691777272	Kidney	TCGA-KIRP
22635	6784314966	Adrenal Gland	TCGA-PCPG
16943	8101438342	Breast	TCGA-BRCA
29179	8640990302	Thyroid	TCGA-THCA
44957	6351938059	Breast	TCGA-BRCA
16574	12021378416	Prostate	TCGA-PRAD
20254	5612315232	Pancreas	TCGA-PAAD
17854	3860884699	Cervix	TCGA-CESC
4137	6839073346	Kidney	TCGA-KIRC
0	4954605933	Kidney	TCGA-KIRC
2324	12894716597	Stomach	TCGA-STAD
24941	14594755365	Stomach	TCGA-STAD
3705	5381939613	Head and Neck	TCGA-HNSC
4394	6574262641	Colorectal	TCGA-COAD
5979	1894181430	Uterus	TCGA-UCEC
9771	11638203454	Ovary	TCGA-OV
12460	7837502646	Head and Neck	TCGA-HNSC
11818	8881867696	Breast	TCGA-BRCA
4766	8567546280	Skin	TCGA-SKCM
65686	6075237779	Bladder	TCGA-BLCA
2719	4728361033	Skin	TCGA-SKCM
15918	8061096754	Brain	TCGA-LGG
5311	4941206053	Liver	TCGA-LIHC
15202	6726653791	Uterus	TCGA-UCS
567	3477020058	Pancreas	TCGA-PAAD
5546	7318667311	Breast	TCGA-BRCA
8676	5962123921	Breast	TCGA-BRCA
14406	6284734859	Prostate	TCGA-PRAD
8548	7591507668	Prostate	TCGA-PRAD
12510	4514882513	Lung	TCGA-LUAD
3445	4296098567	Lung	TCGA-LUAD
20726	4969642132	Lung	TCGA-LUSC
9440	6305673118	Lung	TCGA-LUSC
1793	6545235868	Brain	TCGA-LGG
2637	4452412025	Colorectal	TCGA-COAD
6549	5374692842	Skin	TCGA-SKCM
13675	5051374799	Cervix	TCGA-CESC
10238	5961429009	Adrenal Gland	TCGA-PCPG
31122	7035724695	Thyroid	TCGA-THCA
2777	5143165191	Brain	TCGA-LGG
1331	7933443116	Brain	TCGA-LGG
41960	8294726979	Head and Neck	TCGA-HNSC
6742	5643490318	Liver	TCGA-LIHC
4250	2559885659	Uterus	TCGA-UCEC
17841	7213387702	Bladder	TCGA-BLCA
3141	8374205326	Thyroid	TCGA-THCA
25864	7628503819	Thyroid	TCGA-THCA
12185	8704670361	Brain	TCGA-GBM
35625	11644777780	Lung	TCGA-LUSC
19504	5721561104	Lung	TCGA-LUSC
11261	8844701621	Breast	TCGA-BRCA
7274	2481317062	Uterus	TCGA-UCEC
1512	3232716254	Colorectal	TCGA-COAD
6646	5402237590	Prostate	TCGA-PRAD
33272	12680459499	Ovary	TCGA-OV
9534	5255228908	Cervix	TCGA-CESC
11419	6639922124	Colorectal	TCGA-COAD
7388	8245657337	Breast	TCGA-BRCA
16583	5440872237	Uterus	TCGA-UCEC
1795	6446149783	Brain	TCGA-LGG
1697	932350608	Colorectal	TCGA-COAD
7209	9064806927	Breast	TCGA-BRCA
18390	11795791115	Ovary	TCGA-OV
63200	7814703419	Kidney	TCGA-KICH
7190	7116279078	Breast	TCGA-BRCA
3655	6219168972	Pancreas	TCGA-PAAD
88143	8023696293	Stomach	TCGA-STAD
2761	7676337795	Brain	TCGA-LGG
14263	7862782813	Brain	TCGA-LGG
3596	3860409822	Lung	TCGA-LUAD
29729	5134327043	Lung	TCGA-LUAD
12289	5408872964	Lung	TCGA-LUSC
15565	4352008137	Bone Marrow	TCGA-LAML
8032	9360546503	Brain	TCGA-GBM
16905	2051136984	Colorectal	TCGA-READ
18999	9144969556	Breast	TCGA-BRCA
19030	10010048266	Thyroid	TCGA-THCA
18444	6257904303	Thymus	TCGA-THYM
13150	10966931636	Ovary	TCGA-OV
18236	12820268848	Breast	TCGA-BRCA
21254	6040309592	Colorectal	TCGA-READ
7566	7882018933	Head and Neck	TCGA-HNSC
12685	5724028179	Lung	TCGA-LUAD
9297	7927008065	Breast	TCGA-BRCA
2871	4481739418	Prostate	TCGA-PRAD
15719	7609413146	Kidney	TCGA-KIRP
14955	1794457936	Colorectal	TCGA-READ
12379	5656593085	Adrenal Gland	TCGA-PCPG
9379	11856657183	Stomach	TCGA-STAD
24272	6046660763	Uterus	TCGA-UCS
5397	5452357156	Kidney	TCGA-KIRP
7771	5601703261	Prostate	TCGA-PRAD
4284	5331553048	Lung	TCGA-LUSC
15227	7561463665	Brain	TCGA-GBM
23099	6966565668	Thymus	TCGA-THYM
1940	8829984770	Brain	TCGA-LGG
4903	10727752502	Lung	TCGA-LUSC
2254	1752476791	Colorectal	TCGA-COAD
10687	5278396685	Colorectal	TCGA-COAD
795	3616736469	Eye	TCGA-UVM
9570	5496211846	Colorectal	TCGA-COAD
8334	7657985026	Brain	TCGA-GBM
7186	7566941230	Brain	TCGA-GBM
13637	4951237744	Head and Neck	TCGA-HNSC
24345	5284545517	Head and Neck	TCGA-HNSC
31080	5886470850	Lung	TCGA-LUAD
14793	10702367386	Ovary	TCGA-OV
2621	3945391382	Adrenal Gland	TCGA-ACC
23143	9145307602	Ovary	TCGA-OV
11171	6792043368	Breast	TCGA-BRCA
37996	4343569667	Soft Tissue	TCGA-SARC
59045	5223068549	Skin	TCGA-SKCM
11276	9632655220	Breast	TCGA-BRCA
4204	6192174830	Brain	TCGA-GBM
29531	9464495675	Stomach	TCGA-STAD
6065	6165978388	Cervix	TCGA-CESC
25788	8761175205	Breast	TCGA-BRCA
21072	6595349446	Thyroid	TCGA-THCA
29408	8425706825	Stomach	TCGA-STAD
49553	7145116319	Kidney	TCGA-KIRC
37032	4775984282	Uterus	TCGA-UCEC
43444	7673207589	Head and Neck	TCGA-HNSC
47889	10907416524	Ovary	TCGA-OV
3287	6665203353	Adrenal Gland	TCGA-PCPG
4520	4547448738	Lung	TCGA-LUSC
14462	6763394767	Thyroid	TCGA-THCA
3580	6437344084	Thyroid	TCGA-THCA
43590	6148143186	Soft Tissue	TCGA-SARC
24356	7896898274	Breast	TCGA-BRCA
5264	4654385495	Colorectal	TCGA-READ
7218	7113786134	Uterus	TCGA-UCEC
18575	5795295343	Pancreas	TCGA-PAAD
1462	1879327470	Uterus	TCGA-UCEC
13625	7260733611	Lung	TCGA-LUAD
27184	10345356849	Ovary	TCGA-OV
46325	5519487739	Lung	TCGA-LUAD
10337	3809660608	Lung	TCGA-LUAD
10525	2418191067	Uterus	TCGA-UCEC
19063	2923034080	Breast	TCGA-BRCA
866	5243806581	Brain	TCGA-LGG
13187	2069980273	Uterus	TCGA-UCEC
140209	7551618260	Kidney	TCGA-KIRC
8786	4826302642	Lung	TCGA-LUSC
24925	5420599580	Pancreas	TCGA-PAAD
7507	12513981877	Ovary	TCGA-OV
12370	9114547221	Head and Neck	TCGA-HNSC
50713	18968169135	Ovary	TCGA-OV
22120	6240141705	Liver	TCGA-LIHC
6078	5019878104	Brain	TCGA-LGG
17351	5187593404	Cervix	TCGA-CESC
18202	4957611842	Thymus	TCGA-THYM
57845	7886144699	Breast	TCGA-BRCA
77529	7850057027	Lung	TCGA-LUSC
84315	5557481381	Pancreas	TCGA-PAAD
18164	7183995627	Thyroid	TCGA-THCA
3393	2262428839	Colorectal	TCGA-COAD
12673	5340284500	Colorectal	TCGA-COAD
64538	11232880919	Stomach	TCGA-STAD
3331	6436023801	Brain	TCGA-LGG
37261	12799379223	Stomach	TCGA-STAD
23938	8413792509	Skin	TCGA-SKCM
15665	8019175897	Pancreas	TCGA-PAAD
4307	6076688728	Liver	TCGA-LIHC
16491	6672257821	Liver	TCGA-LIHC
7553	8350838664	Breast	TCGA-BRCA
7925	5009976030	Breast	TCGA-BRCA
4426	5248467223	Kidney	TCGA-KIRP
6562	2011988613	Colorectal	TCGA-READ
10265	4046192904	Head and Neck	TCGA-HNSC
4533	9235389994	Brain	TCGA-LGG
5604	5898107831	Bladder	TCGA-BLCA
3130	4270145866	Breast	TCGA-BRCA
22201	9485214009	Pancreas	TCGA-PAAD
1729	7227985912	Prostate	TCGA-PRAD
22918	7516285515	Lung	TCGA-LUSC
3001	6649355370	Uterus	TCGA-UCS
7460	1970408253	Colorectal	TCGA-READ
74060	8983097172	Head and Neck	TCGA-HNSC
8334	6450264366	Breast	TCGA-BRCA
6330	6442532550	Breast	TCGA-BRCA
3622	5242441704	Prostate	TCGA-PRAD
18404	6128187286	Breast	TCGA-BRCA
4409	6724548514	Breast	TCGA-BRCA
23920	6278381432	Breast	TCGA-BRCA
16176	6024786611	Breast	TCGA-BRCA
899125	8972545716	Soft Tissue	TCGA-SARC
52773	5040991508	Kidney	TCGA-KIRC
32073	6426633495	Lung	TCGA-LUAD
14822	7189629558	Colorectal	TCGA-READ
11307	7188388407	Thymus	TCGA-THYM
1738	4299822928	Bladder	TCGA-BLCA
2421	6304166756	Breast	TCGA-BRCA
74496	16873804754	Stomach	TCGA-STAD
22070	4597649063	Head and Neck	TCGA-HNSC
27991	6600291117	Lung	TCGA-LUSC
2762	5037041257	Bile Duct	TCGA-CHOL
5140	8151672630	Prostate	TCGA-PRAD
9609	6294361437	Prostate	TCGA-PRAD
15826	5309170977	Breast	TCGA-BRCA
4513	3831205312	Colorectal	TCGA-READ
52100	6594677276	Kidney	TCGA-KIRC
1429234	5184294877	Head and Neck	TCGA-HNSC
1132	7088301889	Brain	TCGA-LGG
26017	7016323728	Cervix	TCGA-CESC
140246	4573737131	Lymph Nodes	TCGA-DLBC
20501	4491408005	Lung	TCGA-LUAD
17586	12746667646	Ovary	TCGA-OV
34909	9305692993	Kidney	TCGA-KIRC
144	4150262778	Kidney	TCGA-KIRP
103811	15624038305	Ovary	TCGA-OV
7685	8463577489	Lung	TCGA-LUSC
3696	4533667999	Bladder	TCGA-BLCA
2980	5684763193	Cervix	TCGA-CESC
5423	7207906621	Liver	TCGA-LIHC
31672	6025518476	Lung	TCGA-LUSC
39164	8608990082	Ovary	TCGA-OV
5152	5719547894	Prostate	TCGA-PRAD
33365	7061498394	Skin	TCGA-SKCM
6379	8507787690	Thyroid	TCGA-THCA
23541	6440063623	Lung	TCGA-LUSC
11662	6345712168	Pancreas	TCGA-PAAD
91034	7959103703	Breast	TCGA-BRCA
3010	8651264278	Thyroid	TCGA-THCA
13268	8796298800	Thyroid	TCGA-THCA
4341	5623371071	Prostate	TCGA-PRAD
53204	3405802820	Kidney	TCGA-KIRC
6485	7852692901	Liver	TCGA-LIHC
18760	5826735179	Thymus	TCGA-THYM
16502	6791374809	Stomach	TCGA-STAD
58711	16748445145	Ovary	TCGA-OV
50646	8082070687	Breast	TCGA-BRCA
12750	11223591492	Ovary	TCGA-OV
23577	5143131101	Bladder	TCGA-BLCA
15846	3752501588	Testis	TCGA-TGCT
2938	5633936064	Prostate	TCGA-PRAD
44466	8138194466	Skin	TCGA-SKCM
27467	7384433838	Breast	TCGA-BRCA
6566	7043906893	Breast	TCGA-BRCA
56029	9727029217	Lung	TCGA-LUSC
58497	6115173413	Breast	TCGA-BRCA
10071	4973345494	Colorectal	TCGA-COAD
8107	2479925996	Colorectal	TCGA-COAD
21228	7096058719	Lung	TCGA-LUAD
27017	4942234214	Skin	TCGA-SKCM
4499	9530818186	Brain	TCGA-LGG
14745	6899111557	Thyroid	TCGA-THCA
7694	4003557395	Prostate	TCGA-PRAD
23970	15560803059	Ovary	TCGA-OV
13702	5218417694	Liver	TCGA-LIHC
37901	6286555946	Uterus	TCGA-UCEC
27925	17788770894	Esophagus	TCGA-ESCA
2713	6519403107	Brain	TCGA-LGG
3597	2338686541	Uterus	TCGA-UCEC
18248	6493071218	Kidney	TCGA-KIRP
7023	4857313744	Lung	TCGA-LUAD
8556	3565642989	Lung	TCGA-LUAD
21983	9254879739	Breast	TCGA-BRCA
22592	11350641379	Ovary	TCGA-OV
319	3160269244	Bone Marrow	TCGA-LAML
29099	12124163825	Ovary	TCGA-OV
16005	6623633350	Breast	TCGA-BRCA
34671	7097256526	Breast	TCGA-BRCA
35682	8534164672	Skin	TCGA-SKCM
45807	8359201141	Stomach	TCGA-STAD
12943	5656067941	Liver	TCGA-LIHC
29220	5697399692	Liver	TCGA-LIHC
17786	4241424417	Lung	TCGA-LUAD
13075	6992448062	Adrenal Gland	TCGA-ACC
36109	9645006971	Kidney	TCGA-KIRC
959	5859218505	Prostate	TCGA-PRAD
9390	7400694927	Colorectal	TCGA-COAD
52422	5744626798	Colorectal	TCGA-COAD
10498	3215072019	Bladder	TCGA-BLCA
2309	2411348556	Colorectal	TCGA-READ
9700	7266980548	Skin	TCGA-SKCM
4070	2823371446	Lung	TCGA-LUSC
9895	4605749253	Esophagus	TCGA-ESCA
2837	4872314421	Lung	TCGA-LUSC
10672	6134016054	Adrenal Gland	TCGA-PCPG
10539	1898524995	Colorectal	TCGA-COAD
3130	2353038047	Uterus	TCGA-UCEC
7386	6069873439	Breast	TCGA-BRCA
27106	5628266842	Adrenal Gland	TCGA-PCPG
32384	20116716775	Stomach	TCGA-STAD
27176	13331345306	Stomach	TCGA-STAD
2443	6413116594	Brain	TCGA-LGG
26406	7554981375	Eye	TCGA-UVM
2611	5718077790	Adrenal Gland	TCGA-PCPG
11019	6220657787	Adrenal Gland	TCGA-PCPG
11295	6673731908	Soft Tissue	TCGA-SARC
20132	7114020583	Uterus	TCGA-UCEC
4757	5549671889	Cervix	TCGA-CESC
36065	8507644136	Stomach	TCGA-STAD
61051	7285533522	Thyroid	TCGA-THCA
20482	6621815917	Stomach	TCGA-STAD
7671	5443626040	Lung	TCGA-LUSC
11652	18437659742	Esophagus	TCGA-ESCA
13717	13742949413	Esophagus	TCGA-ESCA
6451	7067096570	Breast	TCGA-BRCA
2235	5444671145	Kidney	TCGA-KIRP
22711	7633345880	Prostate	TCGA-PRAD
36200	4066691942	Bone Marrow	TCGA-LAML
8606	6121597499	Brain	TCGA-LGG
2602	3995171633	Lung	TCGA-LUAD
40036	4822424338	Head and Neck	TCGA-HNSC
3245	1817215898	Colorectal	TCGA-COAD
78555	6790356627	Soft Tissue	TCGA-SARC
17129	3869418165	Liver	TCGA-LIHC
58056	6712295946	Kidney	TCGA-KIRC
8798	2030259115	Colorectal	TCGA-COAD
8530	7125145961	Uterus	TCGA-UCEC
8746	3071446441	Adrenal Gland	TCGA-ACC
45714	10455594835	Ovary	TCGA-OV
18894	5021514601	Lung	TCGA-LUSC
21086	6878917833	Skin	TCGA-SKCM
45116	5713417932	Kidney	TCGA-KIRC
6718	8093722597	Colorectal	TCGA-COAD
25330	6119308519	Lung	TCGA-LUAD
3195	7342698534	Liver	TCGA-LIHC
2871	4251396918	Liver	TCGA-LIHC
39721	6044359745	Testis	TCGA-TGCT
57586	4833283088	Testis	TCGA-TGCT
20956	10733550453	Brain	TCGA-GBM
17319	4738611018	Lung	TCGA-LUAD
16428	4666173436	Pancreas	TCGA-PAAD
21047	6706378987	Liver	TCGA-LIHC
18283	11371476909	Lung	TCGA-LUAD
7138	2198561014	Uterus	TCGA-UCEC
24961	10427925660	Stomach	TCGA-STAD
30630	5785923312	Kidney	TCGA-KIRC
30122	4333219992	Kidney	TCGA-KIRC
8435	7230070226	Skin	TCGA-SKCM
31521	5824790992	Liver	TCGA-LIHC
2192	7941890374	Brain	TCGA-LGG
81661	6046783671	Breast	TCGA-BRCA
76445	12855705111	Stomach	TCGA-STAD
23383	5947480857	Testis	TCGA-TGCT
5718	2416924598	Uterus	TCGA-UCEC
54232	5794441079	Testis	TCGA-TGCT
15860	8020447581	Breast	TCGA-BRCA
1859	6227711111	Brain	TCGA-LGG
35141	9419476716	Stomach	TCGA-STAD
21752	8953363621	Lung	TCGA-LUSC
43875	6358038343	Thyroid	TCGA-THCA
39755	2942183923	Head and Neck	TCGA-HNSC
2721	2902277032	Prostate	TCGA-PRAD
15100	9653034713	Kidney	TCGA-KIRC
6408	6121321794	Prostate	TCGA-PRAD
27401	7312310900	Liver	TCGA-LIHC
16157	6528426811	Breast	TCGA-BRCA
4311	8366278789	Kidney	TCGA-KIRP
8221	9819827131	Kidney	TCGA-KIRP
1067	5191780189	Brain	TCGA-LGG
25669	8362353340	Ovary	TCGA-OV
7389	5574463238	Skin	TCGA-SKCM
5991	5786921935	Brain	TCGA-LGG
6960	4790169749	Cervix	TCGA-CESC
12312	3822833354	Colorectal	TCGA-COAD
10155	3371905055	Adrenal Gland	TCGA-PCPG
19126	3661854876	Liver	TCGA-LIHC
7229	4508543461	Pancreas	TCGA-PAAD
27125	5466611388	Head and Neck	TCGA-HNSC
9803	13394550951	Esophagus	TCGA-ESCA
3901	4859191935	Bladder	TCGA-BLCA
4938	4229783457	Lung	TCGA-LUAD
