OX40	total	organ	tcgaid
31385	6400130511	Breast	TCGA-BRCA
2720	9368180717	Brain	TCGA-GBM
11065	5648863161	Colorectal	TCGA-COAD
11121	6110026002	Colorectal	TCGA-COAD
11027	3259541868	Bone Marrow	TCGA-LAML
41336	4483093624	Adrenal Gland	TCGA-PCPG
20698	19011127646	Ovary	TCGA-OV
88869	13987312605	Stomach	TCGA-STAD
20095	6594644232	Colorectal	TCGA-COAD
15565	5488052977	Head and Neck	TCGA-HNSC
29176	8645540208	Breast	TCGA-BRCA
37154	9221041810	Cervix	TCGA-CESC
6539	532130783	Kidney	TCGA-KIRC
1882	5850292887	Prostate	TCGA-PRAD
82979	7431411243	Breast	TCGA-BRCA
52275	6780698853	Breast	TCGA-BRCA
59316	4510492802	Soft Tissue	TCGA-SARC
13202	5442149602	Kidney	TCGA-KIRP
23869	7133111237	Thyroid	TCGA-THCA
22527	10358903932	Ovary	TCGA-OV
11907	2315273614	Uterus	TCGA-UCEC
19904	5918147375	Liver	TCGA-LIHC
11925	6109976580	Kidney	TCGA-KIRP
18276	10581860772	Ovary	TCGA-OV
5864	4096321425	Lung	TCGA-LUSC
10295	5516743857	Bladder	TCGA-BLCA
23007	1580828010	Uterus	TCGA-UCEC
3808	7243669558	Liver	TCGA-LIHC
38124	9271282804	Kidney	TCGA-KIRC
10593	5625774154	Breast	TCGA-BRCA
36941	7228280054	Kidney	TCGA-KIRC
2455	6593244564	Brain	TCGA-LGG
12655	5803626015	Head and Neck	TCGA-HNSC
29136	5917417617	Breast	TCGA-BRCA
10798	10079715889	Breast	TCGA-BRCA
4487	9311673161	Breast	TCGA-BRCA
7617	6051932918	Brain	TCGA-LGG
28031	8135646808	Ovary	TCGA-OV
56180	5305353853	Lung	TCGA-LUSC
13453	4933912348	Pancreas	TCGA-PAAD
3162	5924977838	Pancreas	TCGA-PAAD
15718	4244155012	Adrenal Gland	TCGA-ACC
5331	5666429811	Prostate	TCGA-PRAD
10061	6479909276	Liver	TCGA-LIHC
79232	17439312394	Ovary	TCGA-OV
6425	7481604370	Eye	TCGA-UVM
32286	5297608316	Soft Tissue	TCGA-SARC
4185	8648457748	Prostate	TCGA-PRAD
11468	12948065343	Prostate	TCGA-PRAD
3742	4888674595	Adrenal Gland	TCGA-PCPG
2491	7411420678	Brain	TCGA-LGG
38679	5334984017	Pancreas	TCGA-PAAD
6578	7190738597	Breast	TCGA-BRCA
3723	4021846335	Lung	TCGA-LUAD
6217	2845717529	Lung	TCGA-LUAD
7073	3379609527	Lung	TCGA-LUAD
6036	2917707030	Lung	TCGA-LUAD
26911	5312383991	Liver	TCGA-LIHC
12394	5684641974	Bladder	TCGA-BLCA
14235	5184896644	Colorectal	TCGA-COAD
32934	13440886788	Esophagus	TCGA-ESCA
27313	16891362243	Ovary	TCGA-OV
7661	5572409123	Breast	TCGA-BRCA
15033	5485393641	Breast	TCGA-BRCA
16047	7939462957	Kidney	TCGA-KICH
12928	8559769807	Kidney	TCGA-KICH
54359	20326317445	Stomach	TCGA-STAD
3097	2044313497	Uterus	TCGA-UCEC
26539	8179676476	Lung	TCGA-LUAD
15053	5264183635	Uterus	TCGA-UCEC
18546	12851485131	Esophagus	TCGA-ESCA
98106	6594079496	Breast	TCGA-BRCA
2511	4085935185	Liver	TCGA-LIHC
8044	5732530666	Liver	TCGA-LIHC
27762	6757974639	Pancreas	TCGA-PAAD
29309	6283009650	Cervix	TCGA-CESC
14481	7183733848	Breast	TCGA-BRCA
6151	3594720304	Bone Marrow	TCGA-LAML
9639	5656788798	Colorectal	TCGA-COAD
10741	5574493252	Bile Duct	TCGA-CHOL
6358	5316390397	Lung	TCGA-LUSC
16203	5973555143	Liver	TCGA-LIHC
11345	6781461517	Lung	TCGA-LUSC
84371	5683009787	Breast	TCGA-BRCA
21834	8030621769	Breast	TCGA-BRCA
3550	3011174163	Kidney	TCGA-KIRP
35227	5825686103	Breast	TCGA-BRCA
144	1480452641	Breast	TCGA-BRCA
383	3202656617	Breast	TCGA-BRCA
1725	16543857343	Breast	TCGA-BRCA
16592	4729733930	Colorectal	TCGA-COAD
5374	8432518878	Thyroid	TCGA-THCA
53928	13470347424	Ovary	TCGA-OV
9119	2537613070	Uterus	TCGA-UCEC
44601	7647747549	Breast	TCGA-BRCA
28407	13989497108	Stomach	TCGA-STAD
67550	5009626163	Uterus	TCGA-UCEC
5157	4482433147	Skin	TCGA-SKCM
35714	7382037735	Lung	TCGA-LUAD
10409	6061277467	Lung	TCGA-LUSC
17805	5654772657	Skin	TCGA-SKCM
85563	6911787069	Kidney	TCGA-KIRC
10563	5488806373	Colorectal	TCGA-COAD
3584	4902530261	Colorectal	TCGA-COAD
27025	7631322292	Head and Neck	TCGA-HNSC
7174	5156994610	Kidney	TCGA-KIRP
17967	5723797711	Thymus	TCGA-THYM
6918	5365136689	Bladder	TCGA-BLCA
11037	7421200029	Prostate	TCGA-PRAD
41053	4390844172	Lung	TCGA-LUAD
6052	5940607740	Skin	TCGA-SKCM
12663	8808161340	Breast	TCGA-BRCA
23532	6044646244	Skin	TCGA-SKCM
8928	7705318859	Head and Neck	TCGA-HNSC
6142	8078159877	Head and Neck	TCGA-HNSC
14218	8937425639	Breast	TCGA-BRCA
35922	8694920476	Breast	TCGA-BRCA
42391	6017578925	Lung	TCGA-LUSC
1102	4712261849	Bone Marrow	TCGA-LAML
24554	5178431570	Lung	TCGA-LUSC
1627	4359109476	Bone Marrow	TCGA-LAML
21486	6535365393	Breast	TCGA-BRCA
12782	5696227858	Lung	TCGA-LUAD
12421	8367757814	Kidney	TCGA-KICH
38206	5690524273	Cervix	TCGA-CESC
12798	4685817137	Prostate	TCGA-PRAD
220101	5855794133	Soft Tissue	TCGA-SARC
9099	5405726400	Colorectal	TCGA-COAD
4747	3873313971	Bone Marrow	TCGA-LAML
8185	7594004797	Thyroid	TCGA-THCA
16334	7086891084	Thyroid	TCGA-THCA
3966	7487634367	Breast	TCGA-BRCA
29519	9181058526	Breast	TCGA-BRCA
53135	6197054361	Kidney	TCGA-KIRC
14453	6005975192	Head and Neck	TCGA-HNSC
12979	5647785007	Liver	TCGA-LIHC
7594	6809950995	Brain	TCGA-LGG
34227	7457502471	Lung	TCGA-LUAD
60140	7812082153	Lung	TCGA-LUAD
16461	4160529924	Colorectal	TCGA-COAD
22454	5309283518	Breast	TCGA-BRCA
31120	3889427067	Lung	TCGA-LUSC
33987	5953601370	Thymus	TCGA-THYM
36660	5708613813	Breast	TCGA-BRCA
6384	8459325344	Breast	TCGA-BRCA
14499	6463844667	Skin	TCGA-SKCM
50167	17154119983	Esophagus	TCGA-ESCA
43163	10186491026	Cervix	TCGA-CESC
20721	7317025962	Breast	TCGA-BRCA
47275	6780471553	Lung	TCGA-LUSC
5809	2272251968	Uterus	TCGA-UCEC
7921	1938071110	Uterus	TCGA-UCEC
38951	6989854983	Thyroid	TCGA-THCA
46523	12187598092	Esophagus	TCGA-ESCA
2676	3471092519	Pleura	TCGA-MESO
3582	3682041069	Colorectal	TCGA-COAD
2891	5297345049	Bladder	TCGA-BLCA
21583	6276775046	Stomach	TCGA-STAD
22859	4992976394	Liver	TCGA-LIHC
2261	5491908786	Eye	TCGA-UVM
84948	7397141024	Lung	TCGA-LUAD
2244	7600861193	Brain	TCGA-LGG
2248	6434796052	Brain	TCGA-LGG
19760	7384759688	Head and Neck	TCGA-HNSC
66820	6126125998	Breast	TCGA-BRCA
15761	2138485821	Uterus	TCGA-UCEC
2485	7098539460	Brain	TCGA-LGG
3365	6003867551	Brain	TCGA-LGG
10804	6896638408	Lung	TCGA-LUAD
3291	3342430841	Lung	TCGA-LUAD
14874	5741170176	Breast	TCGA-BRCA
20549	8860704634	Breast	TCGA-BRCA
15495	4685321142	Skin	TCGA-SKCM
25876	10307429689	Ovary	TCGA-OV
22340	9552056322	Thyroid	TCGA-THCA
23770	5809349929	Breast	TCGA-BRCA
2647	7423741569	Brain	TCGA-LGG
4640	3779316338	Head and Neck	TCGA-HNSC
98709	5078968058	Testis	TCGA-TGCT
6400	7229455947	Brain	TCGA-LGG
18390	4216974667	Cervix	TCGA-CESC
26212	6842966694	Thyroid	TCGA-THCA
33609	10212543674	Thyroid	TCGA-THCA
60891	3697694528	Bladder	TCGA-BLCA
35159	5250193200	Skin	TCGA-SKCM
17249	2079062514	Colorectal	TCGA-COAD
31221	7674038178	Kidney	TCGA-KIRC
3398	6632906875	Brain	TCGA-LGG
15643	4875748283	Bladder	TCGA-BLCA
19994	7271244909	Thyroid	TCGA-THCA
26544	13838160295	Esophagus	TCGA-ESCA
114307	7804917233	Kidney	TCGA-KIRC
23407	6077493615	Skin	TCGA-SKCM
10138	6222340660	Prostate	TCGA-PRAD
14638	6095978917	Prostate	TCGA-PRAD
1505	5456534957	Uterus	TCGA-UCS
13881	7714817779	Breast	TCGA-BRCA
3028	3274713792	Breast	TCGA-BRCA
68080	10630914319	Kidney	TCGA-KIRC
57399	7625917274	Lung	TCGA-LUSC
18557	16505478938	Stomach	TCGA-STAD
21705	6448295207	Cervix	TCGA-CESC
30937	6657853675	Brain	TCGA-GBM
5684	3318047262	Bladder	TCGA-BLCA
9634	6033353364	Bladder	TCGA-BLCA
4445	4672046281	Pleura	TCGA-MESO
6479	7307184569	Thyroid	TCGA-THCA
18646	6912103382	Thyroid	TCGA-THCA
14984	6673278901	Thyroid	TCGA-THCA
1489	2717531643	Kidney	TCGA-KIRP
2896	5898309025	Prostate	TCGA-PRAD
39788	6006831596	Soft Tissue	TCGA-SARC
5467	7545276892	Lung	TCGA-LUSC
27902	5632730631	Bladder	TCGA-BLCA
61087	11621361367	Stomach	TCGA-STAD
130764	20775869393	Stomach	TCGA-STAD
22	4994080636	Colorectal	TCGA-COAD
6584	5489789418	Colorectal	TCGA-COAD
4708	2981645545	Colorectal	TCGA-COAD
9357	9771094696	Colorectal	TCGA-COAD
6180	7580607106	Kidney	TCGA-KIRC
17792	6893149245	Kidney	TCGA-KIRC
21608	5715179774	Breast	TCGA-BRCA
5285	3964624166	Brain	TCGA-GBM
12345	6029639204	Breast	TCGA-BRCA
19740	7633641062	Brain	TCGA-LGG
39657	6036234558	Lung	TCGA-LUAD
11351	3274358741	Lung	TCGA-LUAD
31236	4537913908	Pancreas	TCGA-PAAD
89348	6011492838	Kidney	TCGA-KIRC
12957	11201054625	Esophagus	TCGA-ESCA
17729	8649881510	Cervix	TCGA-CESC
23620	7061068018	Breast	TCGA-BRCA
2711	5600796506	Brain	TCGA-LGG
3303	6100702106	Brain	TCGA-LGG
13937	4957651106	Pancreas	TCGA-PAAD
10916	4055578202	Breast	TCGA-BRCA
20201	7880952328	Skin	TCGA-SKCM
6317	5830681927	Prostate	TCGA-PRAD
14495	8628001442	Breast	TCGA-BRCA
2199	7701111084	Liver	TCGA-LIHC
31112	6443805731	Liver	TCGA-LIHC
45976	5158950803	Lung	TCGA-LUAD
9140	6848236942	Breast	TCGA-BRCA
8365	5506043400	Breast	TCGA-BRCA
217037	6968507001	Lung	TCGA-LUSC
6451	3212590024	Bone Marrow	TCGA-LAML
1302	7110757139	Eye	TCGA-UVM
27493	7895099669	Breast	TCGA-BRCA
104895	7274992028	Breast	TCGA-BRCA
12685	4173800261	Lung	TCGA-LUAD
18919	13761961454	Breast	TCGA-BRCA
41973	6228685065	Skin	TCGA-SKCM
6343	5745584193	Pleura	TCGA-MESO
12927	7039601349	Breast	TCGA-BRCA
50018	8564878708	Ovary	TCGA-OV
21483	5798898296	Thyroid	TCGA-THCA
40096	5510851970	Lung	TCGA-LUAD
8496	7002004759	Colorectal	TCGA-COAD
26615	4789643990	Eye	TCGA-UVM
17780	6009137020	Colorectal	TCGA-READ
2238	6405168014	Brain	TCGA-LGG
4669	2862970039	Lung	TCGA-LUSC
10943	6862785974	Breast	TCGA-BRCA
8226	7288246209	Thyroid	TCGA-THCA
4229	9885273133	Kidney	TCGA-KIRC
47273	9339003718	Kidney	TCGA-KIRC
14883	3866273420	Adrenal Gland	TCGA-ACC
32453	8060727191	Lung	TCGA-LUSC
44741	6049726775	Thyroid	TCGA-THCA
10032	13857597749	Esophagus	TCGA-ESCA
16810	5303643590	Lung	TCGA-LUAD
20780	5214772905	Pancreas	TCGA-PAAD
28056	15458257250	Ovary	TCGA-OV
34246	7323683399	Kidney	TCGA-KIRC
17317	3892892818	Lung	TCGA-LUAD
5643	7253253459	Liver	TCGA-LIHC
13985	2531526537	Uterus	TCGA-UCEC
21376	2837867486	Lung	TCGA-LUAD
30998	6078237427	Skin	TCGA-SKCM
72306	8539252745	Head and Neck	TCGA-HNSC
8995	5090403848	Lung	TCGA-LUSC
43930	6284913833	Prostate	TCGA-PRAD
6301	4828130456	Prostate	TCGA-PRAD
5146	6401232822	Adrenal Gland	TCGA-ACC
29744	7696122512	Skin	TCGA-SKCM
35362	8198361147	Lung	TCGA-LUAD
10112	8242342272	Kidney	TCGA-KICH
4344	8187165915	Cervix	TCGA-CESC
28101	10450817288	Thyroid	TCGA-THCA
95421	10519809251	Kidney	TCGA-KIRC
22903	7827051619	Bladder	TCGA-BLCA
4107	2372578345	Uterus	TCGA-UCEC
20730	8414020119	Kidney	TCGA-KICH
9702	5178500773	Kidney	TCGA-KIRP
26167	5812747491	Breast	TCGA-BRCA
10209	7327651442	Breast	TCGA-BRCA
8446	8113739501	Brain	TCGA-GBM
15689	7932546878	Pleura	TCGA-MESO
70278	8021773270	Head and Neck	TCGA-HNSC
17012	14572975403	Liver	TCGA-LIHC
26755	7550630398	Ovary	TCGA-OV
5172	1828307487	Colorectal	TCGA-READ
5522	4716477405	Lung	TCGA-LUSC
12854	4829827608	Prostate	TCGA-PRAD
16801	6186572673	Lung	TCGA-LUSC
13627	6112020098	Thymus	TCGA-THYM
11917	4078779222	Lung	TCGA-LUAD
4778	5166373994	Breast	TCGA-BRCA
2861	5413032538	Brain	TCGA-LGG
45804	6704706121	Thyroid	TCGA-THCA
4687	7671258663	Eye	TCGA-UVM
6399	7427300325	Brain	TCGA-LGG
9894	5519696311	Colorectal	TCGA-COAD
21921	7907377636	Lung	TCGA-LUAD
19407	4455555050	Lung	TCGA-LUSC
27965	4711015390	Lung	TCGA-LUAD
13160	8016673441	Lung	TCGA-LUSC
3371	4222606138	Prostate	TCGA-PRAD
14840	5918267237	Prostate	TCGA-PRAD
77998	14143894775	Stomach	TCGA-STAD
43710	4063639100	Liver	TCGA-LIHC
8931	6690654485	Thyroid	TCGA-THCA
20528	7433534244	Thyroid	TCGA-THCA
31078	6426936333	Soft Tissue	TCGA-SARC
15037	6326018229	Prostate	TCGA-PRAD
7102	6869182749	Prostate	TCGA-PRAD
95828	6848263199	Kidney	TCGA-KIRC
20500	4955062468	Lung	TCGA-LUAD
27740	10600454729	Brain	TCGA-GBM
3341	8947814474	Skin	TCGA-SKCM
4124	4707778421	Breast	TCGA-BRCA
17335	5240892630	Cervix	TCGA-CESC
11504	4938665958	Kidney	TCGA-KIRP
90084	6295554508	Bladder	TCGA-BLCA
55761	14888719584	Ovary	TCGA-OV
19915	6440329983	Thymus	TCGA-THYM
5057	2384397848	Uterus	TCGA-UCEC
35684	6945596085	Uterus	TCGA-UCEC
11198	6253378397	Head and Neck	TCGA-HNSC
4650	9053791602	Head and Neck	TCGA-HNSC
6375	6956876289	Bladder	TCGA-BLCA
8470	5792597563	Soft Tissue	TCGA-SARC
9355	5095494023	Soft Tissue	TCGA-SARC
17817	6131470129	Uterus	TCGA-UCEC
11190	9745185556	Ovary	TCGA-OV
7058	5511090163	Head and Neck	TCGA-HNSC
10278	4676059208	Prostate	TCGA-PRAD
24360	7282527318	Soft Tissue	TCGA-SARC
3681	4978868331	Adrenal Gland	TCGA-PCPG
2282	2947265782	Bone Marrow	TCGA-LAML
59134	8153864568	Skin	TCGA-SKCM
6518	5662340935	Head and Neck	TCGA-HNSC
33631	9042097031	Breast	TCGA-BRCA
11662	7096931196	Bladder	TCGA-BLCA
46043	14964176543	Esophagus	TCGA-ESCA
21335	6045214000	Colorectal	TCGA-COAD
42213	6670245357	Kidney	TCGA-KIRC
10574	7139039433	Colorectal	TCGA-COAD
3450	6662164781	Bladder	TCGA-BLCA
9759	5900745792	Skin	TCGA-SKCM
9631	3539476456	Cervix	TCGA-CESC
16100	8755107424	Breast	TCGA-BRCA
12881	4467582990	Soft Tissue	TCGA-SARC
36295	4919472575	Liver	TCGA-LIHC
14948	5116434325	Thyroid	TCGA-THCA
166050	27462410347	Ovary	TCGA-OV
13689	4319629296	Lung	TCGA-LUAD
9007	4937773408	Lung	TCGA-LUAD
3840	1638139443	Colorectal	TCGA-READ
75665	6481395913	Kidney	TCGA-KIRC
1581	4735704113	Prostate	TCGA-PRAD
12537	3321340802	Adrenal Gland	TCGA-ACC
29013	8864084227	Lung	TCGA-LUAD
33963	5461301908	Breast	TCGA-BRCA
12521	3034900059	Testis	TCGA-TGCT
4066	5991238808	Soft Tissue	TCGA-SARC
17692	4442920730	Lung	TCGA-LUAD
78859	5993120650	Thymus	TCGA-THYM
7457	6721364894	Adrenal Gland	TCGA-PCPG
18334	4560971819	Uterus	TCGA-UCEC
22325	8193640456	Bladder	TCGA-BLCA
6468	5653919118	Brain	TCGA-LGG
18432	5134983506	Colorectal	TCGA-COAD
61943	5755800826	Kidney	TCGA-KIRC
3323	9507027044	Kidney	TCGA-KIRC
4448	1672761031	Uterus	TCGA-UCEC
11758	9831590248	Breast	TCGA-BRCA
4038	9362840717	Breast	TCGA-BRCA
99935	6871309219	Kidney	TCGA-KIRC
26645	5462681928	Lung	TCGA-LUAD
35181	8480152508	Kidney	TCGA-KIRC
1836	6700226581	Brain	TCGA-LGG
30606	7350031625	Head and Neck	TCGA-HNSC
7043	6057106004	Head and Neck	TCGA-HNSC
3568	6035693753	Kidney	TCGA-KIRP
7494	11031441868	Breast	TCGA-BRCA
11752	6474810790	Breast	TCGA-BRCA
8426	5612401634	Brain	TCGA-GBM
66998	4841301808	Kidney	TCGA-KIRC
32861	13654715585	Ovary	TCGA-OV
4937	3207571969	Bladder	TCGA-BLCA
32557	8488495337	Thyroid	TCGA-THCA
9753	7097326977	Pancreas	TCGA-PAAD
7020	5830204821	Head and Neck	TCGA-HNSC
4434	6906685009	Prostate	TCGA-PRAD
15656	7367748190	Prostate	TCGA-PRAD
15338	5525311963	Pancreas	TCGA-PAAD
22414	7611304993	Colorectal	TCGA-COAD
4376	5288011745	Adrenal Gland	TCGA-PCPG
65687	13565237509	Stomach	TCGA-STAD
6691	2193899787	Colorectal	TCGA-READ
41281	2682303291	Bladder	TCGA-BLCA
14458	9177766013	Lung	TCGA-LUSC
1903	1183270425	Uterus	TCGA-UCEC
5115	1913062968	Uterus	TCGA-UCEC
8261	7902892408	Skin	TCGA-SKCM
5125	6377031448	Breast	TCGA-BRCA
19222	9082910911	Breast	TCGA-BRCA
16466	5756031184	Colorectal	TCGA-COAD
21039	7384944008	Bile Duct	TCGA-CHOL
4251	7373831502	Brain	TCGA-LGG
10643	7592369481	Breast	TCGA-BRCA
8959	8299218080	Breast	TCGA-BRCA
38524	3819238741	Kidney	TCGA-KIRC
6796	7699668409	Breast	TCGA-BRCA
12376	6950692871	Breast	TCGA-BRCA
6789	1580035366	Uterus	TCGA-UCEC
6636	5705323683	Cervix	TCGA-CESC
6442	3302615680	Bone Marrow	TCGA-LAML
1567	5187693807	Eye	TCGA-UVM
1369	6797176473	Kidney	TCGA-KIRC
56013	8014172439	Kidney	TCGA-KIRC
83437	6612604468	Thyroid	TCGA-THCA
4998	1675183835	Colorectal	TCGA-COAD
26324	5017961058	Soft Tissue	TCGA-SARC
683	5319329585	Bladder	TCGA-BLCA
5758	5381565777	Bladder	TCGA-BLCA
42100	5930707958	Lung	TCGA-LUAD
23882	4523150289	Breast	TCGA-BRCA
13635	6047445849	Breast	TCGA-BRCA
8673	8218001182	Breast	TCGA-BRCA
14094	7633608843	Breast	TCGA-BRCA
6092	5511892854	Breast	TCGA-BRCA
7937	4775664605	Colorectal	TCGA-READ
40435	6590411150	Adrenal Gland	TCGA-PCPG
29952	15013044095	Esophagus	TCGA-ESCA
2743	9229372777	Esophagus	TCGA-ESCA
67421	9419917915	Lung	TCGA-LUSC
60993	7351667579	Lung	TCGA-LUSC
4250	9764915724	Esophagus	TCGA-ESCA
23470	6281005525	Head and Neck	TCGA-HNSC
66657	21646135781	Ovary	TCGA-OV
32500	12836349263	Ovary	TCGA-OV
51986	5573568154	Lung	TCGA-LUAD
67102	6841245920	Cervix	TCGA-CESC
643	7454474440	Eye	TCGA-UVM
15948	7811780657	Breast	TCGA-BRCA
2850	5610857821	Head and Neck	TCGA-HNSC
68815	5060435617	Prostate	TCGA-PRAD
42643	14770699985	Ovary	TCGA-OV
4482	5836352735	Kidney	TCGA-KIRP
39832	14487194640	Esophagus	TCGA-ESCA
25531	4526664122	Skin	TCGA-SKCM
26165	6087506256	Skin	TCGA-SKCM
2039	6187238942	Brain	TCGA-LGG
42827	5347755007	Lung	TCGA-LUAD
9207	5036446971	Cervix	TCGA-CESC
37141	12842965189	Ovary	TCGA-OV
12673	5671678624	Breast	TCGA-BRCA
11047	7301238861	Lung	TCGA-LUSC
31877	6359842746	Testis	TCGA-TGCT
8450	4916624724	Adrenal Gland	TCGA-PCPG
7439	6030581696	Head and Neck	TCGA-HNSC
28301	6506430705	Lung	TCGA-LUSC
51608	12365600983	Lung	TCGA-LUSC
16358	14579533493	Stomach	TCGA-STAD
23190	5806205125	Soft Tissue	TCGA-SARC
6218	6355692226	Kidney	TCGA-KIRP
38304	6110192473	Adrenal Gland	TCGA-ACC
74583	15431480841	Ovary	TCGA-OV
7164	7920961088	Kidney	TCGA-KIRC
12218	5305430430	Testis	TCGA-TGCT
11804	7228909957	Brain	TCGA-LGG
9798	5544433038	Lung	TCGA-LUSC
73391	7161978097	Lung	TCGA-LUAD
813	6567475400	Brain	TCGA-LGG
19125	3932605035	Lung	TCGA-LUSC
2623	4811854365	Brain	TCGA-LGG
37310	8458297417	Skin	TCGA-SKCM
38237	8114314211	Bladder	TCGA-BLCA
45186	6034784093	Uterus	TCGA-UCEC
42149	6605524969	Skin	TCGA-SKCM
89203	7937681339	Soft Tissue	TCGA-SARC
32777	16788155121	Stomach	TCGA-STAD
163235	9783082131	Stomach	TCGA-STAD
8603	3553898680	Bladder	TCGA-BLCA
42966	9706979378	Thyroid	TCGA-THCA
12552	4572025662	Bladder	TCGA-BLCA
23261	6002719870	Liver	TCGA-LIHC
82749	6190613227	Uterus	TCGA-UCS
38129	7141781777	Lung	TCGA-LUSC
3248	6142593311	Lung	TCGA-LUSC
10149	6278862305	Thyroid	TCGA-THCA
12048	8034757865	Breast	TCGA-BRCA
6083	2049980284	Colorectal	TCGA-READ
19136	6843377184	Colorectal	TCGA-COAD
1374	6805687849	Brain	TCGA-LGG
69951	6979989392	Kidney	TCGA-KIRC
11774	8780966670	Skin	TCGA-SKCM
34611	5633904505	Lung	TCGA-LUAD
53695	6738138857	Lung	TCGA-LUSC
11089	6745464618	Lung	TCGA-LUSC
18610	7940072589	Eye	TCGA-UVM
79791	7914048623	Skin	TCGA-SKCM
57737	6158677800	Kidney	TCGA-KIRC
47922	9715664782	Kidney	TCGA-KIRC
9502	7406974909	Breast	TCGA-BRCA
14244	7711337438	Breast	TCGA-BRCA
4734	7722295381	Prostate	TCGA-PRAD
4906	7624686721	Bladder	TCGA-BLCA
40113	9347127071	Head and Neck	TCGA-HNSC
42259	5207355760	Soft Tissue	TCGA-SARC
8022	6703899669	Prostate	TCGA-PRAD
43424	6453221700	Breast	TCGA-BRCA
10763	3258523354	Lung	TCGA-LUAD
20260	3634227516	Head and Neck	TCGA-HNSC
9148	7984147055	Kidney	TCGA-KICH
11575	7691348357	Kidney	TCGA-KICH
2496	6120636584	Uterus	TCGA-UCEC
14363	5126312093	Uterus	TCGA-UCEC
17198	6440174159	Breast	TCGA-BRCA
14820	5079207553	Cervix	TCGA-CESC
94831	10686923839	Stomach	TCGA-STAD
15088	3333222387	Ovary	TCGA-OV
9997	5151390576	Kidney	TCGA-KIRC
11461	6708695420	Liver	TCGA-LIHC
100	2513979172	Kidney	TCGA-KIRP
4178	7501364413	Kidney	TCGA-KIRP
26479	6931549756	Uterus	TCGA-UCEC
573	2770593168	Lung	TCGA-LUAD
13250	5428254006	Colorectal	TCGA-COAD
57909	7810704719	Kidney	TCGA-KIRC
171828	10028302175	Kidney	TCGA-KIRC
21768	7717981204	Prostate	TCGA-PRAD
5400	10510345217	Breast	TCGA-BRCA
18807	7952231495	Thyroid	TCGA-THCA
126385	7412452178	Soft Tissue	TCGA-SARC
17296	4655861005	Head and Neck	TCGA-HNSC
3453	5788623836	Kidney	TCGA-KIRP
15920	7955830798	Thyroid	TCGA-THCA
6625	4915738352	Skin	TCGA-SKCM
48123	6711782795	Lung	TCGA-LUSC
4500	6695627310	Uterus	TCGA-UCEC
27797	12643791237	Stomach	TCGA-STAD
6504	2987211759	Lung	TCGA-LUAD
19274	3073864686	Lung	TCGA-LUAD
1968	8630689277	Cervix	TCGA-CESC
6124	5227116598	Breast	TCGA-BRCA
19896	5690305397	Cervix	TCGA-CESC
5366	4766081024	Thyroid	TCGA-THCA
8832	8901426965	Brain	TCGA-LGG
2070	1284307909	Colorectal	TCGA-COAD
112635	7526316702	Breast	TCGA-BRCA
8445	4502679042	Breast	TCGA-BRCA
6756	2073841488	Uterus	TCGA-UCEC
7339	6263708062	Eye	TCGA-UVM
9922	8059213373	Prostate	TCGA-PRAD
10835	8630922178	Head and Neck	TCGA-HNSC
31182	9502313343	Breast	TCGA-BRCA
20167	7704518969	Thyroid	TCGA-THCA
34246	6515441813	Thyroid	TCGA-THCA
3282	8274637673	Thyroid	TCGA-THCA
43393	7629078696	Thyroid	TCGA-THCA
54819	6666995725	Ovary	TCGA-OV
17916	5088866523	Head and Neck	TCGA-HNSC
10125	6409939210	Lung	TCGA-LUSC
1611	8752806581	Brain	TCGA-LGG
53472	6196118949	Skin	TCGA-SKCM
2179	5697023766	Brain	TCGA-LGG
12496	7627894070	Bladder	TCGA-BLCA
28201	6252267037	Testis	TCGA-TGCT
9370	10072960654	Stomach	TCGA-STAD
13094	5126610919	Lung	TCGA-LUAD
6134	5273270633	Kidney	TCGA-KIRP
5654	4795165328	Head and Neck	TCGA-HNSC
1934	4103478361	Breast	TCGA-BRCA
16641	11714602120	Breast	TCGA-BRCA
3268	5674228940	Colorectal	TCGA-COAD
6319	5542324234	Brain	TCGA-LGG
50022	6634830521	Thyroid	TCGA-THCA
11795	6190915725	Uterus	TCGA-UCS
4425	9378531495	Kidney	TCGA-KIRP
6176	8223360465	Kidney	TCGA-KIRP
44191	6214824084	Thyroid	TCGA-THCA
17500	8458911129	Kidney	TCGA-KICH
79685	5454147943	Testis	TCGA-TGCT
11849	4892259778	Colorectal	TCGA-COAD
17329	6563482989	Uterus	TCGA-UCEC
32171	7488332398	Breast	TCGA-BRCA
4800	3539102448	Prostate	TCGA-PRAD
955	7726430765	Brain	TCGA-LGG
12135	9227721429	Breast	TCGA-BRCA
35288	8472831756	Thyroid	TCGA-THCA
4051	2025576678	Uterus	TCGA-UCEC
73196	5428078442	Testis	TCGA-TGCT
39540	7324031898	Stomach	TCGA-STAD
22631	5925129888	Prostate	TCGA-PRAD
17879	8631788205	Breast	TCGA-BRCA
3276	1676663825	Colorectal	TCGA-READ
9970	6162528560	Eye	TCGA-UVM
9958	6853341169	Adrenal Gland	TCGA-ACC
28641	6037603120	Liver	TCGA-LIHC
10528	4178001318	Colorectal	TCGA-COAD
16366	1967993900	Uterus	TCGA-UCEC
30783	14019367980	Esophagus	TCGA-ESCA
42326	6403467957	Testis	TCGA-TGCT
58453	7095147864	Kidney	TCGA-KIRC
